Path,TargetDate,Source,Sink,TimeOfUse,StartDate,ACI99,ACP,FileName
HB_SOUTH + LZ_LCRA + Off-peak,04/06/2022,HB_SOUTH,LZ_LCRA,Off-peak,05/01/2022,-1.5703,0.2135,2022.MAY
BTE_PUN1 + HB_HOUSTON + PeakWE,04/06/2022,BTE_PUN1,HB_HOUSTON,PeakWE,05/01/2022,-3.1246,-0.4645,2022.MAY
CCEC_GT2 + HB_SOUTH + PeakWD,04/06/2022,CCEC_GT2,HB_SOUTH,PeakWD,05/01/2022,-13.1793,,2022.MAY
BTE_PUN1 + HB_HOUSTON + Off-peak,04/06/2022,BTE_PUN1,HB_HOUSTON,Off-peak,05/01/2022,-2.9609,,2022.MAY
HB_SOUTH + HB_NORTH + Off-peak,04/06/2022,HB_SOUTH,HB_NORTH,Off-peak,05/01/2022,-2.7608,0.13,2022.MAY
PSG_PSG_GT3 + HB_HOUSTON + PeakWD,04/06/2022,PSG_PSG_GT3,HB_HOUSTON,PeakWD,05/01/2022,-3.9999,,2022.MAY
CCEC_GT1 + HB_SOUTH + PeakWD,04/06/2022,CCEC_GT1,HB_SOUTH,PeakWD,05/01/2022,-13.1793,,2022.MAY
NED_NEDIN_G3 + HB_SOUTH + PeakWE,04/06/2022,NED_NEDIN_G3,HB_SOUTH,PeakWE,05/01/2022,-10.0724,-4.3489,2022.MAY
DUKE_GST1CCU + HB_SOUTH + PeakWD,04/06/2022,DUKE_GST1CCU,HB_SOUTH,PeakWD,05/01/2022,-23.2356,-6.8983,2022.MAY
STELLA_RN + HB_SOUTH + PeakWD,04/06/2022,STELLA_RN,HB_SOUTH,PeakWD,05/01/2022,-13.0624,1.0669,2022.MAY
BVE_UNIT3 + HB_HOUSTON + PeakWD,04/06/2022,BVE_UNIT3,HB_HOUSTON,PeakWD,05/01/2022,-0.7439,0.8819,2022.MAY
DC_E + HB_NORTH + PeakWD,04/06/2022,DC_E,HB_NORTH,PeakWD,05/01/2022,-3.1956,-0.25,2022.MAY
HB_WEST + HB_NORTH + PeakWD,04/06/2022,HB_WEST,HB_NORTH,PeakWD,05/01/2022,-1.0663,8.0142,2022.MAY
HB_SOUTH + HB_NORTH + PeakWD,04/06/2022,HB_SOUTH,HB_NORTH,PeakWD,05/01/2022,-1.9687,0.77,2022.MAY
NED_NEDIN_G3 + HB_SOUTH + PeakWD,04/06/2022,NED_NEDIN_G3,HB_SOUTH,PeakWD,05/01/2022,-23.1507,-6.6492,2022.MAY
HB_HOUSTON + LZ_HOUSTON + PeakWD,04/06/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,05/01/2022,-0.277,0.6158,2022.MAY
CHE_LYD + HB_HOUSTON + PeakWD,04/06/2022,CHE_LYD,HB_HOUSTON,PeakWD,05/01/2022,-1.0523,,2022.MAY
HB_WEST + LZ_WEST + PeakWD,04/06/2022,HB_WEST,LZ_WEST,PeakWD,05/01/2022,0.1933,3.3052,2022.MAY
HB_NORTH + LZ_NORTH + PeakWD,04/06/2022,HB_NORTH,LZ_NORTH,PeakWD,05/01/2022,0.0381,0.8243,2022.MAY
SAN_SANMIGG1 + HB_SOUTH + PeakWD,04/06/2022,SAN_SANMIGG1,HB_SOUTH,PeakWD,05/01/2022,-2.1464,,2022.MAY
DDPEC_GT1 + HB_HOUSTON + PeakWD,04/06/2022,DDPEC_GT1,HB_HOUSTON,PeakWD,05/01/2022,-7.3797,-1.7258,2022.MAY
HB_SOUTH + LZ_LCRA + PeakWD,04/06/2022,HB_SOUTH,LZ_LCRA,PeakWD,05/01/2022,-0.6154,1.2,2022.MAY
DUKE_GT2_CCU + HB_SOUTH + Off-peak,04/06/2022,DUKE_GT2_CCU,HB_SOUTH,Off-peak,05/01/2022,-2.7017,,2022.MAY
CCEC_GT1 + HB_SOUTH + Off-peak,04/06/2022,CCEC_GT1,HB_SOUTH,Off-peak,05/01/2022,-26.5192,,2022.MAY
HB_SOUTH + LZ_SOUTH + PeakWD,04/06/2022,HB_SOUTH,LZ_SOUTH,PeakWD,05/01/2022,-0.4357,3.2322,2022.MAY
BTE_PUN1 + HB_HOUSTON + PeakWD,04/06/2022,BTE_PUN1,HB_HOUSTON,PeakWD,05/01/2022,-2.736,-0.4792,2022.MAY
HB_NORTH + HB_SOUTH + PeakWD,04/06/2022,HB_NORTH,HB_SOUTH,PeakWD,05/01/2022,-8.4452,-0.77,2022.MAY
TXCTY_CTC + HB_HOUSTON + PeakWD,04/06/2022,TXCTY_CTC,HB_HOUSTON,PeakWD,05/01/2022,-10.4498,,2022.MAY
BVE_UNIT1 + HB_HOUSTON + PeakWD,04/06/2022,BVE_UNIT1,HB_HOUSTON,PeakWD,05/01/2022,-0.7439,,2022.MAY
HB_SOUTH + HB_HOUSTON + PeakWD,04/06/2022,HB_SOUTH,HB_HOUSTON,PeakWD,05/01/2022,-0.8775,,2022.MAY
BVE_UNIT1 + HB_HOUSTON + Off-peak,04/06/2022,BVE_UNIT1,HB_HOUSTON,Off-peak,05/01/2022,-0.1696,,2022.MAY
HB_SOUTH + HB_HOUSTON + Off-peak,04/06/2022,HB_SOUTH,HB_HOUSTON,Off-peak,05/01/2022,-0.7852,,2022.MAY
HB_NORTH + HB_HOUSTON + PeakWD,04/06/2022,HB_NORTH,HB_HOUSTON,PeakWD,05/01/2022,-2.754,4.0745,2022.MAY
FREC_1_CCU + HB_NORTH + PeakWD,04/06/2022,FREC_1_CCU,HB_NORTH,PeakWD,05/01/2022,-2.6087,-0.2,2022.MAY
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,04/06/2022,PSG_PSG_GT2,HB_HOUSTON,Off-peak,05/01/2022,-3.5425,-0.19,2022.MAY
HB_NORTH + LZ_NORTH + Off-peak,04/06/2022,HB_NORTH,LZ_NORTH,Off-peak,05/01/2022,-0.1701,0.2569,2022.MAY
HB_NORTH + HB_HOUSTON + Off-peak,04/06/2022,HB_NORTH,HB_HOUSTON,Off-peak,05/01/2022,-2.2468,1.1264,2022.MAY
CCEC_ST1 + HB_SOUTH + PeakWD,04/06/2022,CCEC_ST1,HB_SOUTH,PeakWD,05/01/2022,-13.1793,,2022.MAY
NED_NEDIN_G3 + HB_SOUTH + Off-peak,04/06/2022,NED_NEDIN_G3,HB_SOUTH,Off-peak,05/01/2022,-2.679,,2022.MAY
DDPEC_GT1 + HB_HOUSTON + PeakWE,04/06/2022,DDPEC_GT1,HB_HOUSTON,PeakWE,05/01/2022,-4.5218,-1.816,2022.MAY
HB_WEST + HB_NORTH + PeakWE,04/06/2022,HB_WEST,HB_NORTH,PeakWE,05/01/2022,-0.605,7.5098,2022.MAY
HB_NORTH + HB_SOUTH + PeakWE,04/06/2022,HB_NORTH,HB_SOUTH,PeakWE,05/01/2022,-8.1888,-0.7407,2022.MAY
HB_SOUTH + LZ_SOUTH + PeakWE,04/06/2022,HB_SOUTH,LZ_SOUTH,PeakWE,05/01/2022,-10.728,3.12,2022.MAY
DC_E + HB_NORTH + PeakWE,04/06/2022,DC_E,HB_NORTH,PeakWE,05/01/2022,-3.0554,-0.2425,2022.MAY
HB_NORTH + HB_HOUSTON + PeakWE,04/06/2022,HB_NORTH,HB_HOUSTON,PeakWE,05/01/2022,-3.1405,4.4742,2022.MAY
DC_E + HB_NORTH + Off-peak,04/06/2022,DC_E,HB_NORTH,Off-peak,05/01/2022,-3.0643,-0.287,2022.MAY
STELLA_RN + HB_SOUTH + Off-peak,04/06/2022,STELLA_RN,HB_SOUTH,Off-peak,05/01/2022,-1.0509,2.0037,2022.MAY
HB_WEST + LZ_WEST + Off-peak,04/06/2022,HB_WEST,LZ_WEST,Off-peak,05/01/2022,-0.0285,1.2865,2022.MAY
HB_HOUSTON + LZ_HOUSTON + Off-peak,04/06/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,05/01/2022,-0.0462,-0.0075,2022.MAY
DUKE_GST1CCU + HB_SOUTH + Off-peak,04/06/2022,DUKE_GST1CCU,HB_SOUTH,Off-peak,05/01/2022,-2.7017,,2022.MAY
NED_NEDIN_G1 + HB_SOUTH + PeakWE,04/06/2022,NED_NEDIN_G1,HB_SOUTH,PeakWE,05/01/2022,-10.0724,,2022.MAY
DUKE_GT2_CCU + HB_SOUTH + PeakWE,04/06/2022,DUKE_GT2_CCU,HB_SOUTH,PeakWE,05/01/2022,-10.0154,,2022.MAY
CHEDPW_GT2 + HB_HOUSTON + PeakWE,04/06/2022,CHEDPW_GT2,HB_HOUSTON,PeakWE,05/01/2022,-0.3584,,2022.MAY
HB_SOUTH + HB_HOUSTON + PeakWE,04/06/2022,HB_SOUTH,HB_HOUSTON,PeakWE,05/01/2022,-1.0372,,2022.MAY
BVE_UNIT2 + HB_HOUSTON + PeakWE,04/06/2022,BVE_UNIT2,HB_HOUSTON,PeakWE,05/01/2022,-0.1797,,2022.MAY
SAN_SANMIGG1 + HB_SOUTH + PeakWE,04/06/2022,SAN_SANMIGG1,HB_SOUTH,PeakWE,05/01/2022,-2.8207,,2022.MAY
CCEC_ST1 + HB_SOUTH + PeakWE,04/06/2022,CCEC_ST1,HB_SOUTH,PeakWE,05/01/2022,-14.0695,,2022.MAY
CCEC_GT2 + HB_SOUTH + PeakWE,04/06/2022,CCEC_GT2,HB_SOUTH,PeakWE,05/01/2022,-14.0695,,2022.MAY
TXCTY_CTA + HB_HOUSTON + PeakWE,04/06/2022,TXCTY_CTA,HB_HOUSTON,PeakWE,05/01/2022,-8.988,,2022.MAY
DDPEC_GT6 + HB_HOUSTON + PeakWE,04/06/2022,DDPEC_GT6,HB_HOUSTON,PeakWE,05/01/2022,-4.5218,,2022.MAY
CCEC_GT1 + HB_SOUTH + PeakWE,04/06/2022,CCEC_GT1,HB_SOUTH,PeakWE,05/01/2022,-14.0695,,2022.MAY
BVE_UNIT1 + HB_HOUSTON + PeakWE,04/06/2022,BVE_UNIT1,HB_HOUSTON,PeakWE,05/01/2022,-0.1797,,2022.MAY
SAN_SANMIGG1 + HB_SOUTH + Off-peak,04/06/2022,SAN_SANMIGG1,HB_SOUTH,Off-peak,05/01/2022,-1.7116,,2022.MAY
DDPEC_GT1 + HB_HOUSTON + Off-peak,04/06/2022,DDPEC_GT1,HB_HOUSTON,Off-peak,05/01/2022,-4.096,,2022.MAY
BVE_UNIT2 + HB_HOUSTON + Off-peak,04/06/2022,BVE_UNIT2,HB_HOUSTON,Off-peak,05/01/2022,-0.1696,,2022.MAY
CCEC_GT2 + HB_SOUTH + Off-peak,04/06/2022,CCEC_GT2,HB_SOUTH,Off-peak,05/01/2022,-26.5192,,2022.MAY
CCEC_ST1 + HB_SOUTH + Off-peak,04/06/2022,CCEC_ST1,HB_SOUTH,Off-peak,05/01/2022,-26.5192,,2022.MAY
HB_SOUTH + HB_HOUSTON + PeakWD,05/04/2022,HB_SOUTH,HB_HOUSTON,PeakWD,06/01/2022,-0.8775,,2022.JUN
DDPEC_GT1 + HB_HOUSTON + Off-peak,05/04/2022,DDPEC_GT1,HB_HOUSTON,Off-peak,06/01/2022,-5.6715,,2022.JUN
DUKE_GST1CCU + HB_SOUTH + Off-peak,05/04/2022,DUKE_GST1CCU,HB_SOUTH,Off-peak,06/01/2022,-2.7017,,2022.JUN
NED_NEDIN_G1 + HB_SOUTH + PeakWE,05/04/2022,NED_NEDIN_G1,HB_SOUTH,PeakWE,06/01/2022,-10.0724,,2022.JUN
SAN_SANMIGG1 + HB_SOUTH + PeakWD,05/04/2022,SAN_SANMIGG1,HB_SOUTH,PeakWD,06/01/2022,-3.5412,,2022.JUN
HB_SOUTH + HB_WEST + Off-peak,05/04/2022,HB_SOUTH,HB_WEST,Off-peak,06/01/2022,-9.0904,,2022.JUN
SAN_SANMIGG1 + HB_SOUTH + Off-peak,05/04/2022,SAN_SANMIGG1,HB_SOUTH,Off-peak,06/01/2022,-2.0815,,2022.JUN
HB_SOUTH + HB_WEST + PeakWE,05/04/2022,HB_SOUTH,HB_WEST,PeakWE,06/01/2022,-17.8407,,2022.JUN
SAN_SANMIGG1 + HB_SOUTH + PeakWE,05/04/2022,SAN_SANMIGG1,HB_SOUTH,PeakWE,06/01/2022,-2.873,,2022.JUN
HB_SOUTH + HB_HOUSTON + Off-peak,05/04/2022,HB_SOUTH,HB_HOUSTON,Off-peak,06/01/2022,-0.7852,,2022.JUN
BTE_PUN1 + HB_HOUSTON + Off-peak,05/04/2022,BTE_PUN1,HB_HOUSTON,Off-peak,06/01/2022,-3.4952,,2022.JUN
NED_NEDIN_G3 + HB_SOUTH + Off-peak,05/04/2022,NED_NEDIN_G3,HB_SOUTH,Off-peak,06/01/2022,-2.679,,2022.JUN
BVE_UNIT1 + HB_HOUSTON + PeakWD,05/04/2022,BVE_UNIT1,HB_HOUSTON,PeakWD,06/01/2022,-0.7439,,2022.JUN
HB_SOUTH + LZ_LCRA + PeakWD,05/04/2022,HB_SOUTH,LZ_LCRA,PeakWD,06/01/2022,-0.6154,0.8756,2022.JUN
CCEC_GT1 + HB_SOUTH + PeakWD,05/04/2022,CCEC_GT1,HB_SOUTH,PeakWD,06/01/2022,-8.7778,0.65,2022.JUN
BVE_UNIT3 + HB_HOUSTON + PeakWD,05/04/2022,BVE_UNIT3,HB_HOUSTON,PeakWD,06/01/2022,-0.7439,0.4928,2022.JUN
DUKE_GT2_CCU + HB_SOUTH + PeakWD,05/04/2022,DUKE_GT2_CCU,HB_SOUTH,PeakWD,06/01/2022,-23.2356,-11.7087,2022.JUN
HB_NORTH + HB_SOUTH + PeakWD,05/04/2022,HB_NORTH,HB_SOUTH,PeakWD,06/01/2022,-8.4452,-2.3839,2022.JUN
DC_E + HB_NORTH + PeakWD,05/04/2022,DC_E,HB_NORTH,PeakWD,06/01/2022,-3.0644,-0.25,2022.JUN
CCEC_GT2 + HB_SOUTH + PeakWD,05/04/2022,CCEC_GT2,HB_SOUTH,PeakWD,06/01/2022,-8.7778,0.65,2022.JUN
HB_HOUSTON + LZ_HOUSTON + PeakWD,05/04/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,06/01/2022,-0.277,0.598,2022.JUN
HB_NORTH + HB_HOUSTON + PeakWD,05/04/2022,HB_NORTH,HB_HOUSTON,PeakWD,06/01/2022,-2.754,3.6,2022.JUN
FREC_1_CCU + HB_NORTH + PeakWD,05/04/2022,FREC_1_CCU,HB_NORTH,PeakWD,06/01/2022,-2.6087,-0.2,2022.JUN
HB_SOUTH + HB_NORTH + PeakWD,05/04/2022,HB_SOUTH,HB_NORTH,PeakWD,06/01/2022,-1.9687,1.2735,2022.JUN
NED_NEDIN_G3 + HB_SOUTH + PeakWD,05/04/2022,NED_NEDIN_G3,HB_SOUTH,PeakWD,06/01/2022,-23.1507,-6.6492,2022.JUN
CCEC_ST1 + HB_SOUTH + Off-peak,05/04/2022,CCEC_ST1,HB_SOUTH,Off-peak,06/01/2022,-26.5192,0.3487,2022.JUN
CCEC_GT1 + HB_SOUTH + Off-peak,05/04/2022,CCEC_GT1,HB_SOUTH,Off-peak,06/01/2022,-26.5192,0.3487,2022.JUN
STELLA_RN + HB_SOUTH + Off-peak,05/04/2022,STELLA_RN,HB_SOUTH,Off-peak,06/01/2022,-1.0509,1.2751,2022.JUN
HB_NORTH + HB_SOUTH + Off-peak,05/04/2022,HB_NORTH,HB_SOUTH,Off-peak,06/01/2022,-5.2105,-0.69,2022.JUN
HB_HOUSTON + LZ_HOUSTON + Off-peak,05/04/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,06/01/2022,-0.0462,0.122,2022.JUN
HB_WEST + LZ_WEST + Off-peak,05/04/2022,HB_WEST,LZ_WEST,Off-peak,06/01/2022,-0.0285,1.3457,2022.JUN
HB_NORTH + LZ_NORTH + PeakWE,05/04/2022,HB_NORTH,LZ_NORTH,PeakWE,06/01/2022,-0.1405,0.9205,2022.JUN
BTE_PUN1 + HB_HOUSTON + PeakWE,05/04/2022,BTE_PUN1,HB_HOUSTON,PeakWE,06/01/2022,-9.1111,-0.4912,2022.JUN
HB_SOUTH + HB_NORTH + PeakWE,05/04/2022,HB_SOUTH,HB_NORTH,PeakWE,06/01/2022,-2.625,0.7407,2022.JUN
HB_SOUTH + LZ_LCRA + Off-peak,05/04/2022,HB_SOUTH,LZ_LCRA,Off-peak,06/01/2022,-1.5703,0.1471,2022.JUN
HB_SOUTH + LZ_SOUTH + Off-peak,05/04/2022,HB_SOUTH,LZ_SOUTH,Off-peak,06/01/2022,-1.0223,0.3868,2022.JUN
CCEC_ST1 + HB_SOUTH + PeakWE,05/04/2022,CCEC_ST1,HB_SOUTH,PeakWE,06/01/2022,-10.0309,0.0492,2022.JUN
CCEC_GT2 + HB_SOUTH + Off-peak,05/04/2022,CCEC_GT2,HB_SOUTH,Off-peak,06/01/2022,-26.5192,0.3487,2022.JUN
CCEC_GT1 + HB_SOUTH + PeakWE,05/04/2022,CCEC_GT1,HB_SOUTH,PeakWE,06/01/2022,-10.0309,0.0492,2022.JUN
HB_SOUTH + LZ_SOUTH + PeakWE,05/04/2022,HB_SOUTH,LZ_SOUTH,PeakWE,06/01/2022,-10.728,3.12,2022.JUN
HB_WEST + LZ_WEST + PeakWE,05/04/2022,HB_WEST,LZ_WEST,PeakWE,06/01/2022,-0.1592,3.9634,2022.JUN
HB_HOUSTON + LZ_HOUSTON + PeakWE,05/04/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,06/01/2022,-0.1166,0.616,2022.JUN
HB_NORTH + LZ_NORTH + Off-peak,05/04/2022,HB_NORTH,LZ_NORTH,Off-peak,06/01/2022,-0.1701,0.366,2022.JUN
DUKE_GST1CCU + HB_SOUTH + PeakWE,05/04/2022,DUKE_GST1CCU,HB_SOUTH,PeakWE,06/01/2022,-10.0154,-5.7313,2022.JUN
BVE_UNIT1 + HB_HOUSTON + PeakWE,05/04/2022,BVE_UNIT1,HB_HOUSTON,PeakWE,06/01/2022,-0.1797,0.4,2022.JUN
HB_WEST + HB_NORTH + PeakWE,05/04/2022,HB_WEST,HB_NORTH,PeakWE,06/01/2022,-0.605,7.5098,2022.JUN
HB_SOUTH + LZ_LCRA + PeakWE,05/04/2022,HB_SOUTH,LZ_LCRA,PeakWE,06/01/2022,-0.4247,0.7486,2022.JUN
HB_SOUTH + HB_HOUSTON + PeakWE,05/04/2022,HB_SOUTH,HB_HOUSTON,PeakWE,06/01/2022,-1.0372,3.55,2022.JUN
HB_NORTH + HB_HOUSTON + PeakWE,05/04/2022,HB_NORTH,HB_HOUSTON,PeakWE,06/01/2022,-3.1405,4.4742,2022.JUN
DC_E + HB_NORTH + Off-peak,05/04/2022,DC_E,HB_NORTH,Off-peak,06/01/2022,-2.9143,-0.287,2022.JUN
HB_SOUTH + HB_NORTH + Off-peak,05/04/2022,HB_SOUTH,HB_NORTH,Off-peak,06/01/2022,-2.7608,0.2,2022.JUN
HB_NORTH + HB_SOUTH + PeakWE,05/04/2022,HB_NORTH,HB_SOUTH,PeakWE,06/01/2022,-8.1888,-0.7407,2022.JUN
DC_E + HB_NORTH + PeakWE,05/04/2022,DC_E,HB_NORTH,PeakWE,06/01/2022,-3.0554,-0.2425,2022.JUN
BVE_UNIT2 + HB_HOUSTON + PeakWE,05/04/2022,BVE_UNIT2,HB_HOUSTON,PeakWE,06/01/2022,-0.1797,0.4,2022.JUN
NED_NEDIN_G3 + HB_SOUTH + PeakWE,05/04/2022,NED_NEDIN_G3,HB_SOUTH,PeakWE,06/01/2022,-10.0724,-5.3835,2022.JUN
HB_SOUTH + LZ_SOUTH + PeakWD,05/04/2022,HB_SOUTH,LZ_SOUTH,PeakWD,06/01/2022,-0.4357,3.0549,2022.JUN
HB_WEST + HB_NORTH + Off-peak,05/04/2022,HB_WEST,HB_NORTH,Off-peak,06/01/2022,-0.1291,3.0,2022.JUN
HB_NORTH + HB_HOUSTON + Off-peak,05/04/2022,HB_NORTH,HB_HOUSTON,Off-peak,06/01/2022,-2.2468,1.1264,2022.JUN
STELLA_RN + HB_SOUTH + PeakWD,05/04/2022,STELLA_RN,HB_SOUTH,PeakWD,06/01/2022,-13.0624,0.6453,2022.JUN
HB_NORTH + LZ_NORTH + PeakWD,05/04/2022,HB_NORTH,LZ_NORTH,PeakWD,06/01/2022,0.0381,1.655,2022.JUN
HB_WEST + LZ_WEST + PeakWD,05/04/2022,HB_WEST,LZ_WEST,PeakWD,06/01/2022,0.1933,3.75,2022.JUN
DDPEC_GT1 + HB_HOUSTON + PeakWD,05/04/2022,DDPEC_GT1,HB_HOUSTON,PeakWD,06/01/2022,-16.0671,-1.7258,2022.JUN
HB_WEST + HB_NORTH + PeakWD,05/04/2022,HB_WEST,HB_NORTH,PeakWD,06/01/2022,-1.0663,5.6152,2022.JUN
BTE_PUN1 + HB_HOUSTON + PeakWD,05/04/2022,BTE_PUN1,HB_HOUSTON,PeakWD,06/01/2022,-10.3184,-0.5107,2022.JUN
DUKE_GST1CCU + HB_SOUTH + PeakWD,05/04/2022,DUKE_GST1CCU,HB_SOUTH,PeakWD,06/01/2022,-23.2356,-6.8983,2022.JUN
CCEC_ST1 + HB_SOUTH + PeakWD,05/04/2022,CCEC_ST1,HB_SOUTH,PeakWD,06/01/2022,-8.7778,0.65,2022.JUN
CCEC_GT2 + HB_SOUTH + PeakWE,05/04/2022,CCEC_GT2,HB_SOUTH,PeakWE,06/01/2022,-10.0309,0.0492,2022.JUN
STELLA_RN + HB_SOUTH + PeakWE,05/04/2022,STELLA_RN,HB_SOUTH,PeakWE,06/01/2022,-10.0625,0.8321,2022.JUN
FREC_2_CCU + HB_NORTH + Off-peak,06/01/2022,FREC_2_CCU,HB_NORTH,Off-peak,07/01/2022,-1.5913,,2022.JUL
CCEC_GT1 + HB_SOUTH + Off-peak,06/01/2022,CCEC_GT1,HB_SOUTH,Off-peak,07/01/2022,-26.5192,0.3487,2022.JUL
SAN_SANMIGG1 + HB_SOUTH + Off-peak,06/01/2022,SAN_SANMIGG1,HB_SOUTH,Off-peak,07/01/2022,-2.6321,,2022.JUL
BVE_UNIT1 + HB_HOUSTON + Off-peak,06/01/2022,BVE_UNIT1,HB_HOUSTON,Off-peak,07/01/2022,-0.1696,,2022.JUL
JACKCNTY_STG + HB_NORTH + Off-peak,06/01/2022,JACKCNTY_STG,HB_NORTH,Off-peak,07/01/2022,-3.1614,,2022.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWD,06/01/2022,HB_HOUSTON,LZ_HOUSTON,PeakWD,07/01/2022,-0.277,1.4299,2022.JUL
HB_NORTH + HB_HOUSTON + PeakWD,06/01/2022,HB_NORTH,HB_HOUSTON,PeakWD,07/01/2022,-2.754,3.723,2022.JUL
HB_HOUSTON + LZ_HOUSTON + PeakWE,06/01/2022,HB_HOUSTON,LZ_HOUSTON,PeakWE,07/01/2022,-0.1166,1.1645,2022.JUL
HB_NORTH + LZ_NORTH + PeakWD,06/01/2022,HB_NORTH,LZ_NORTH,PeakWD,07/01/2022,0.0381,2.0,2022.JUL
HB_SOUTH + LZ_SOUTH + PeakWD,06/01/2022,HB_SOUTH,LZ_SOUTH,PeakWD,07/01/2022,-0.4357,3.0405,2022.JUL
DDPEC_GT1 + HB_HOUSTON + PeakWD,06/01/2022,DDPEC_GT1,HB_HOUSTON,PeakWD,07/01/2022,-21.0051,-1.5223,2022.JUL
HB_SOUTH + HB_HOUSTON + PeakWD,06/01/2022,HB_SOUTH,HB_HOUSTON,PeakWD,07/01/2022,-0.8775,1.85,2022.JUL
FREC_1_CCU + HB_NORTH + PeakWD,06/01/2022,FREC_1_CCU,HB_NORTH,PeakWD,07/01/2022,-2.6087,-0.2,2022.JUL
HB_NORTH + HB_HOUSTON + PeakWE,06/01/2022,HB_NORTH,HB_HOUSTON,PeakWE,07/01/2022,-3.1405,3.7745,2022.JUL
HB_SOUTH + LZ_LCRA + PeakWE,06/01/2022,HB_SOUTH,LZ_LCRA,PeakWE,07/01/2022,-0.4247,3.3761,2022.JUL
HB_NORTH + LZ_NORTH + PeakWE,06/01/2022,HB_NORTH,LZ_NORTH,PeakWE,07/01/2022,0.0005,1.5,2022.JUL
HB_WEST + LZ_WEST + PeakWE,06/01/2022,HB_WEST,LZ_WEST,PeakWE,07/01/2022,-0.1592,4.5021,2022.JUL
STELLA_RN + HB_SOUTH + PeakWD,06/01/2022,STELLA_RN,HB_SOUTH,PeakWD,07/01/2022,-13.0624,1.4,2022.JUL
HB_NORTH + HB_SOUTH + PeakWD,06/01/2022,HB_NORTH,HB_SOUTH,PeakWD,07/01/2022,-8.4452,-2.71,2022.JUL
HB_SOUTH + HB_HOUSTON + PeakWE,06/01/2022,HB_SOUTH,HB_HOUSTON,PeakWE,07/01/2022,-1.0372,1.4415,2022.JUL
DC_E + HB_NORTH + PeakWD,06/01/2022,DC_E,HB_NORTH,PeakWD,07/01/2022,-3.0619,-0.4743,2022.JUL
HB_SOUTH + HB_NORTH + PeakWD,06/01/2022,HB_SOUTH,HB_NORTH,PeakWD,07/01/2022,-2.2861,2.71,2022.JUL
DUKE_GST1CCU + HB_SOUTH + PeakWE,06/01/2022,DUKE_GST1CCU,HB_SOUTH,PeakWE,07/01/2022,-10.0154,-5.8055,2022.JUL
HB_NORTH + HB_SOUTH + PeakWE,06/01/2022,HB_NORTH,HB_SOUTH,PeakWE,07/01/2022,-8.1888,-2.4257,2022.JUL
HB_WEST + LZ_WEST + PeakWD,06/01/2022,HB_WEST,LZ_WEST,PeakWD,07/01/2022,0.1933,5.5471,2022.JUL
DUKE_GST1CCU + HB_SOUTH + PeakWD,06/01/2022,DUKE_GST1CCU,HB_SOUTH,PeakWD,07/01/2022,-23.2356,-6.8983,2022.JUL
BTE_PUN1 + HB_HOUSTON + PeakWD,06/01/2022,BTE_PUN1,HB_HOUSTON,PeakWD,07/01/2022,-14.6541,-0.8982,2022.JUL
HB_SOUTH + LZ_LCRA + PeakWD,06/01/2022,HB_SOUTH,LZ_LCRA,PeakWD,07/01/2022,-0.6154,3.3037,2022.JUL
HB_WEST + HB_NORTH + PeakWD,06/01/2022,HB_WEST,HB_NORTH,PeakWD,07/01/2022,-1.0663,4.4431,2022.JUL
HB_NORTH + HB_HOUSTON + Off-peak,06/01/2022,HB_NORTH,HB_HOUSTON,Off-peak,07/01/2022,-2.2468,1.3669,2022.JUL
HB_WEST + LZ_WEST + Off-peak,06/01/2022,HB_WEST,LZ_WEST,Off-peak,07/01/2022,-0.0285,3.6111,2022.JUL
HB_SOUTH + HB_HOUSTON + Off-peak,06/01/2022,HB_SOUTH,HB_HOUSTON,Off-peak,07/01/2022,-0.7852,0.45,2022.JUL
DC_E + HB_NORTH + Off-peak,06/01/2022,DC_E,HB_NORTH,Off-peak,07/01/2022,-2.9143,-0.3601,2022.JUL
HB_WEST + HB_NORTH + Off-peak,06/01/2022,HB_WEST,HB_NORTH,Off-peak,07/01/2022,-0.1291,2.2467,2022.JUL
HB_HOUSTON + LZ_HOUSTON + Off-peak,06/01/2022,HB_HOUSTON,LZ_HOUSTON,Off-peak,07/01/2022,-0.0462,0.3597,2022.JUL
HB_SOUTH + LZ_SOUTH + PeakWE,06/01/2022,HB_SOUTH,LZ_SOUTH,PeakWE,07/01/2022,-10.728,2.3809,2022.JUL
PSG_PSG_GT2 + HB_HOUSTON + Off-peak,06/01/2022,PSG_PSG_GT2,HB_HOUSTON,Off-peak,07/01/2022,-4.9969,-0.2842,2022.JUL
HB_NORTH + LZ_NORTH + Off-peak,06/01/2022,HB_NORTH,LZ_NORTH,Off-peak,07/01/2022,-0.1701,0.1341,2022.JUL
HB_SOUTH + LZ_SOUTH + Off-peak,06/01/2022,HB_SOUTH,LZ_SOUTH,Off-peak,07/01/2022,-1.0223,-0.2975,2022.JUL
