Path,Plant,Size (MW),Bid_ID,CRR_ID,OriginalCRR_ID,AccountHolder,HedgeType,Portfolio,BidType,CRRType,Source,Sink,StartDate,EndDate,TimeOfUse,Bid24Hour,MW,ShadowPricePerMWH,BidMW,BidPricePerMWH,ACI99,ACP,CreditConsumed
DDPEC_GT3+HB_HOUSTON,Deer Park,190,128745886,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,0.0,0.109276,15.0,0.1,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,128745887,129078981.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,15.0,0.109276,15.0,0.12,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,128745897,129078991.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,20.0,0.109276,20.0,0.12,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,128721586,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,04/01/2022,04/30/2022,Off-peak,No,0.0,6.703448,4.9,2.59,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,128721620,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,04/01/2022,04/30/2022,Off-peak,No,0.0,6.703448,4.9,1.8,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,128721685,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,04/01/2022,04/30/2022,Off-peak,No,0.0,0.057877,106.5,0.01,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,128721686,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,04/01/2022,04/30/2022,Off-peak,No,0.0,0.058775,106.5,0.01,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,128721628,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,04/01/2022,04/30/2022,Off-peak,No,0.0,6.707409,4.8,2.58,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,128721645,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,04/01/2022,04/30/2022,Off-peak,No,0.0,6.707409,4.8,2.82,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,128721672,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,04/01/2022,04/30/2022,Off-peak,No,0.0,6.707409,4.8,2.46,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,128746518,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,04/01/2022,04/30/2022,Off-peak,No,0.0,0.979244,10.7,0.09,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,128746525,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,04/01/2022,04/30/2022,Off-peak,No,0.0,0.979244,10.7,0.09,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,128746532,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,04/01/2022,04/30/2022,Off-peak,No,0.0,0.979244,10.7,0.09,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,128745930,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,0.0,0.44404,21.4,0.02,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,128745932,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,0.0,0.44404,21.4,0.02,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,128745933,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,0.0,0.44404,21.4,0.03,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,128745935,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_04,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,04/01/2022,04/30/2022,PeakWD,No,0.0,0.44404,28.2,0.03,,,
DDPEC_GT6+HB_HOUSTON,Deer Park,174,129861516,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.156871,37.5,0.02,,,0.0
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,129867269,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,05/01/2022,05/31/2022,PeakWD,No,0.0,1.100918,9.8,0.47,,,0.0
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,129861588,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,05/01/2022,05/31/2022,PeakWE,No,0.0,1.223628,22.9,0.13,,,0.0
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,129867221,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,05/01/2022,05/31/2022,PeakWD,No,0.0,2.231966,4.9,1.07,,,0.0
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,129867201,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,05/01/2022,05/31/2022,PeakWD,No,0.0,2.261802,5.0,1.05,,,0.0
HB_NORTH+HB_HOUSTON,,,129861891,,,XCALPP,OBL,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,HB_NORTH,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,7.6,25.0,1.5,-3.1405,4.4742,0.0
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,129867243,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,05/01/2022,05/31/2022,PeakWD,No,0.0,2.261802,4.9,1.02,,,0.0
BTE_PUN1+HB_HOUSTON,Baytown,285,129861436,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BTE_PUN1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.045814,78.8,0.02,,,0.0
BTE_PUN2+HB_HOUSTON,Baytown,225,129861439,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BTE_PUN2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.045814,78.8,0.02,,,0.0
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,129867291,130230451.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,4.7,2.22363,4.7,4.0,,,3008.0
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,129861465,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,2.941414,4.7,2.86,,,0.0
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,129861633,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,05/01/2022,05/31/2022,Off-peak,No,0.0,1.148879,4.9,0.92,,,0.0
CAL_PUN1+HB_HOUSTON,Pasadena1,180,129861490,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.018535,0.1,0.01,,,0.0
CAL_PUN2+HB_HOUSTON,Pasadena1,70,129867342,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,0.017127,0.1,0.01,,,0.0
CCEC_GT1+HB_SOUTH,Corpus Christi,207,129861846,,,XCALPP,OBL,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,05/01/2022,05/31/2022,Off-peak,No,0.0,1.892328,10.0,-0.1,-26.5192,,0.0
CCEC_GT2+HB_SOUTH,Corpus Christi,207,129861686,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,05/01/2022,05/31/2022,Off-peak,No,0.0,3.510203,4.8,2.04,,,0.0
CCEC_ST1+HB_SOUTH,Corpus Christi,196,129861707,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,05/01/2022,05/31/2022,Off-peak,No,0.0,3.510203,5.0,1.57,,,0.0
CHEDPW_GT2+HB_HOUSTON,Channel345,406,129861496,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.277915,9.8,0.25,,,0.0
CHE_LYD+HB_HOUSTON,Channel138,146.5,129861493,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.331265,34.8,0.02,,,0.0
CHE_LYD2+HB_HOUSTON,Channel138,182.7,129867346,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,0.256782,42.8,0.01,,,0.0
DDPEC_GT1+HB_HOUSTON,Deer Park,190,129867354,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,0.146826,37.5,0.02,,,0.0
DDPEC_GT2+HB_HOUSTON,Deer Park,202,129861510,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.156871,37.5,0.02,,,0.0
DDPEC_GT3+HB_HOUSTON,Deer Park,190,129861511,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.156871,37.5,0.02,,,0.0
DDPEC_GT4+HB_HOUSTON,Deer Park,202,129867360,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,0.146826,37.5,0.02,,,0.0
DDPEC_ST1+HB_HOUSTON,Deer Park,290,129861518,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.156871,49.9,0.02,,,0.0
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,129867419,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,05/01/2022,05/31/2022,PeakWE,No,0.0,8.803914,4.9,4.38,,,0.0
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,129867106,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,05/01/2022,05/31/2022,PeakWD,No,0.0,9.737905,4.9,4.5,,,0.0
FREC_1_CCU+HB_NORTH,Freestone1,491,129867178,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,05/01/2022,05/31/2022,PeakWD,No,0.0,0.341256,71.0,0.04,,,0.0
FREC_2_CCU+HB_NORTH,Freestone2,491,129867181,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,05/01/2022,05/31/2022,PeakWD,No,0.0,0.768055,71.0,0.04,,,0.0
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,129867126,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,05/01/2022,05/31/2022,PeakWD,No,0.0,9.660329,4.8,4.4,,,0.0
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,129867477,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,05/01/2022,05/31/2022,PeakWE,No,0.0,8.773797,4.8,4.9,,,0.0
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,129861809,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,05/01/2022,05/31/2022,Off-peak,No,0.0,8.070488,4.8,2.22,,,0.0
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,129861520,130222324.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,8.3,0.17,8.3,0.19,,,529.872
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,129861535,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.17,8.3,0.13,,,0.0
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,129867045,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.17,8.3,0.12,,,0.0
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,129867388,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,05/01/2022,05/31/2022,PeakWE,No,0.0,0.332957,21.4,0.01,,,0.0
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,129867048,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.308764,21.4,0.03,,,0.0
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,129867050,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.308764,21.4,0.03,,,0.0
TXCTY_ST+HB_HOUSTON,Texas City,131.5,129867053,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_05,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,05/01/2022,05/31/2022,PeakWD,No,0.0,0.308764,28.2,0.02,,,0.0
DDPEC_GT6+HB_HOUSTON,Deer Park,174,131545014,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_GT6,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.349491,7.5,0.02,,,
GUADG_CCU2+HB_SOUTH,Guadalupe2,516,131544969,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,GUADG_CCU2,HB_SOUTH,06/01/2022,06/30/2022,PeakWD,No,0.0,1.659896,5.0,0.24,,,
GUADG_CCU1+HB_SOUTH,Guadalupe1,516,131544959,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,GUADG_CCU1,HB_SOUTH,06/01/2022,06/30/2022,PeakWD,No,0.0,1.659896,5.0,0.25,,,
BOSQ_BSQS_34+HB_NORTH,Bosque138,244,131544949,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BOSQ_BSQS_34,HB_NORTH,06/01/2022,06/30/2022,PeakWD,No,0.0,1.334894,5.0,1.09,,,
BOSQ_BSQS_12+HB_NORTH,Bosque345,324,131545135,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BOSQ_BSQS_12,HB_NORTH,06/01/2022,06/30/2022,PeakWE,No,0.0,0.818105,5.0,0.67,,,
BOSQ_BSQSU_5+HB_NORTH,Bosque345,222,131545237,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BOSQ_BSQSU_5,HB_NORTH,06/01/2022,06/30/2022,Off-peak,No,0.0,0.341963,7.5,0.03,,,
BTE_PUN1+HB_HOUSTON,Baytown,285,131544974,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BTE_PUN1,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.273036,6.0,0.01,,,
BTE_PUN2+HB_HOUSTON,Baytown,225,131544977,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BTE_PUN2,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.273036,6.0,0.01,,,
BVE_UNIT1+HB_HOUSTON,Brazos Valley,169,131544978,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BVE_UNIT1,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,2.832824,5.0,1.25,,,
BVE_UNIT2+HB_HOUSTON,Brazos Valley,169,131545174,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BVE_UNIT2,HB_HOUSTON,06/01/2022,06/30/2022,Off-peak,No,0.0,1.066631,10.0,0.04,,,
BVE_UNIT3+HB_HOUSTON,Brazos Valley,270,131544797,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,BVE_UNIT3,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,3.672078,5.0,1.2,,,
CAL_PUN1+HB_HOUSTON,Pasadena1,180,131545179,131732641.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CAL_PUN1,HB_HOUSTON,06/01/2022,06/30/2022,Off-peak,No,1.2,0.002771,1.2,0.01,,,
CAL_PUN2+HB_HOUSTON,Pasadena1,70,131545180,131732642.0,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CAL_PUN2,HB_HOUSTON,06/01/2022,06/30/2022,Off-peak,No,1.2,0.002771,1.2,0.01,,,
CCEC_GT1+HB_SOUTH,Corpus Christi,207,131545196,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CCEC_GT1,HB_SOUTH,06/01/2022,06/30/2022,Off-peak,No,0.0,3.499344,10.0,0.05,,,
CCEC_GT2+HB_SOUTH,Corpus Christi,207,131545063,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CCEC_GT2,HB_SOUTH,06/01/2022,06/30/2022,PeakWE,No,0.0,6.263,6.0,2.63,,,
CCEC_ST1+HB_SOUTH,Corpus Christi,196,131544871,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CCEC_ST1,HB_SOUTH,06/01/2022,06/30/2022,PeakWD,No,0.0,6.247543,6.0,2.8,,,
CHEDPW_GT2+HB_HOUSTON,Channel345,406,131545005,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CHEDPW_GT2,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.194507,5.3,0.05,,,
CHE_LYD+HB_HOUSTON,Channel138,146.5,131544800,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CHE_LYD,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,0.249486,6.0,0.04,,,
CHE_LYD2+HB_HOUSTON,Channel138,182.7,131545001,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,CHE_LYD2,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.22896,6.0,0.01,,,
DDPEC_GT1+HB_HOUSTON,Deer Park,190,131545007,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_GT1,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.349491,7.5,0.02,,,
DDPEC_GT2+HB_HOUSTON,Deer Park,202,131544811,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_GT2,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,0.333364,7.5,0.02,,,
DDPEC_GT3+HB_HOUSTON,Deer Park,190,131545011,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_GT3,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.349491,7.5,0.02,,,
DDPEC_GT4+HB_HOUSTON,Deer Park,202,131544815,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_GT4,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,0.333364,7.5,0.02,,,
DDPEC_ST1+HB_HOUSTON,Deer Park,290,131545017,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DDPEC_ST1,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.349491,15.0,0.02,,,
DUKE_GST1CCU+HB_SOUTH,Hidalgo,315,131545208,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DUKE_GST1CCU,HB_SOUTH,06/01/2022,06/30/2022,Off-peak,No,0.0,8.473899,4.2,2.1,,,
DUKE_GT2_CCU+HB_SOUTH,Hidalgo,143,131545077,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,DUKE_GT2_CCU,HB_SOUTH,06/01/2022,06/30/2022,PeakWE,No,0.0,10.974621,5.0,3.0,,,
FREC_1_CCU+HB_NORTH,Freestone1,491,131544896,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,FREC_1_CCU,HB_NORTH,06/01/2022,06/30/2022,PeakWD,No,0.0,0.362588,20.0,0.05,,,
FREC_2_CCU+HB_NORTH,Freestone2,491,131545231,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,FREC_2_CCU,HB_NORTH,06/01/2022,06/30/2022,Off-peak,No,0.0,0.341621,90.0,0.01,,,
NED_NEDIN_G1+HB_SOUTH,Magic Valley,213.6,131544883,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,NED_NEDIN_G1,HB_SOUTH,06/01/2022,06/30/2022,PeakWD,No,0.0,10.497696,4.8,4.5,,,
NED_NEDIN_G2+HB_SOUTH,Magic Valley,213.6,131545086,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,NED_NEDIN_G2,HB_SOUTH,06/01/2022,06/30/2022,PeakWE,No,0.0,10.981538,4.8,3.5,,,
NED_NEDIN_G3+HB_SOUTH,Magic Valley,255.5,131544892,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,NED_NEDIN_G3,HB_SOUTH,06/01/2022,06/30/2022,PeakWD,No,0.0,10.497696,4.8,4.75,,,
PSG_PSG_GT2+HB_HOUSTON,Pasadena2,185,131545181,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,PSG_PSG_GT2,HB_HOUSTON,06/01/2022,06/30/2022,Off-peak,No,0.0,0.32,10.8,0.1,,,
PSG_PSG_GT3+HB_HOUSTON,Pasadena2,185,131544841,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,PSG_PSG_GT3,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,1.38,4.9,0.96,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,131545046,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,1.44,4.9,1.14,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,131545051,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.708648,1.5,0.02,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,131545052,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,06/01/2022,06/30/2022,PeakWE,No,0.0,0.708648,1.5,0.02,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,131544856,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,0.886168,1.5,0.03,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,131544857,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_06,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,06/01/2022,06/30/2022,PeakWD,No,0.0,0.886168,1.5,0.03,,,
TXCTY_ST+HB_HOUSTON,Texas City,131.5,132869346,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_07,BUY,PREAWARD,TXCTY_ST,HB_HOUSTON,07/01/2022,07/31/2022,PeakWE,No,0.0,0.451012,28.2,0.01,,,
TXCTY_CTC+HB_HOUSTON,Texas City,100.6,132868958,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_07,BUY,PREAWARD,TXCTY_CTC,HB_HOUSTON,07/01/2022,07/31/2022,PeakWD,No,0.0,0.416476,21.4,0.02,,,
TXCTY_CTB+HB_HOUSTON,Texas City,100.6,132868956,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_07,BUY,PREAWARD,TXCTY_CTB,HB_HOUSTON,07/01/2022,07/31/2022,PeakWD,No,0.0,0.416476,21.4,0.02,,,
TXCTY_CTA+HB_HOUSTON,Texas City,100.6,132868953,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_07,BUY,PREAWARD,TXCTY_CTA,HB_HOUSTON,07/01/2022,07/31/2022,PeakWD,No,0.0,0.416476,21.4,0.03,,,
PSG_PSG_ST1+HB_HOUSTON,Pasadena2,185,132869325,,,XCALPP,OPT,ERCOT CRR Bid Submission 2022_07,BUY,PREAWARD,PSG_PSG_ST1,HB_HOUSTON,07/01/2022,07/31/2022,PeakWE,No,0.0,1.748258,5.0,1.46,,,
